state,district,station,category
andhra pradesh,visakhapatnam,s rayavaram,safe
andhra pradesh,visakhapatnam,sabbavaram,safe
andhra pradesh,visakhapatnam,yelamanchili (visakhapa,safe
andhra pradesh,vizianagaram,badangi,safe
andhra pradesh,vizianagaram,balajipeta,safe
andhra pradesh,vizianagaram,bhoghapuram,safe
andhra pradesh,vizianagaram,bobbili,safe
andhra pradesh,vizianagaram,bondapalle,safe
andhra pradesh,vizianagaram,cheepurupalle,safe
andhra pradesh,vizianagaram,dattirajeru,safe
andhra pradesh,vizianagaram,gajapathinagaram,safe
andhra pradesh,vizianagaram,gantyada,safe
andhra pradesh,vizianagaram,garividi,safe
andhra pradesh,vizianagaram,garugubilli,safe
andhra pradesh,vizianagaram,gummalakshmipuram,safe
andhra pradesh,vizianagaram,gurla,safe
andhra pradesh,vizianagaram,jami,safe
andhra pradesh,vizianagaram,jiyyamma valasa,safe
andhra pradesh,vizianagaram,komarada,safe
andhra pradesh,vizianagaram,kothavalasa,safe
andhra pradesh,vizianagaram,kurupam,safe
andhra pradesh,vizianagaram,lakkavarapukota,safe
andhra pradesh,vizianagaram,makkuva,safe
andhra pradesh,vizianagaram,mentada,safe
andhra pradesh,vizianagaram,merakamudidam,safe
andhra pradesh,vizianagaram,nellimarla,safe
andhra pradesh,vizianagaram,pachipenta,safe
andhra pradesh,vizianagaram,parvathipuram,safe
andhra pradesh,vizianagaram,pusapatirega,safe
andhra pradesh,vizianagaram,ramabhadrapuram,safe
andhra pradesh,vizianagaram,salur,safe
andhra pradesh,vizianagaram,seethanagaram (vizian,safe
andhra pradesh,vizianagaram,srungavarapukota,safe
andhra pradesh,vizianagaram,therlam,safe
andhra pradesh,vizianagaram,vepada,safe
andhra pradesh,vizianagaram,vizianagaram mandal,safe
andhra pradesh,west godavari,achanta,safe
andhra pradesh,west godavari,akiveedu,saline
andhra pradesh,west godavari,attili,safe
andhra pradesh,west godavari,bheemavaram,saline
andhra pradesh,west godavari,bhimadole,safe
andhra pradesh,west godavari,buttayagudem,safe
andhra pradesh,west godavari,chagallu,safe
andhra pradesh,west godavari,chintalapudi,semi-critical
andhra pradesh,west godavari,denduluru,safe
andhra pradesh,west godavari,devarapalle,safe
andhra pradesh,west godavari,dwaraka tirumala,semi-critical
andhra pradesh,west godavari,eluru,safe
andhra pradesh,west godavari,ganapavaram,saline
andhra pradesh,west godavari,gopalapuram,safe
andhra pradesh,west godavari,iragavaram,safe
andhra pradesh,west godavari,jangareddigudem,critical
andhra pradesh,west godavari,jeelugumilli,safe
andhra pradesh,west godavari,kalla,saline
andhra pradesh,west godavari,kamavarapukota,safe
andhra pradesh,west godavari,kovvur,safe
andhra pradesh,west godavari,koyyalagudem,semi-critical
andhra pradesh,west godavari,kukunoor,safe
andhra pradesh,west godavari,lingapalem,critical
andhra pradesh,west godavari,mogalthur,saline
andhra pradesh,west godavari,nallajerla,safe
andhra pradesh,west godavari,narasapuram,saline
andhra pradesh,west godavari,nidadavole,safe
andhra pradesh,west godavari,nidamarru,saline
andhra pradesh,west godavari,padavegi,critical
andhra pradesh,west godavari,palacole,saline
andhra pradesh,west godavari,palakoderu,saline
andhra pradesh,west godavari,pentapadu,saline
andhra pradesh,west godavari,penugonda,safe
andhra pradesh,west godavari,penumantra,safe
andhra pradesh,west godavari,peravali,safe
andhra pradesh,west godavari,poduru,saline
andhra pradesh,west godavari,polavaram,safe
andhra pradesh,west godavari,t narasapuram,semi-critical
andhra pradesh,west godavari,tadepalligudem,semi-critical
andhra pradesh,west godavari,tanuku,safe
andhra pradesh,west godavari,thallapudi,safe
andhra pradesh,west godavari,undi,saline
andhra pradesh,west godavari,undrajavaram,safe
andhra pradesh,west godavari,unguturu (west godav,safe
andhra pradesh,west godavari,veeravasaram,saline
andhra pradesh,west godavari,velairpad,safe
andhra pradesh,west godavari,yelamanchili,saline
arunachal pradesh,changlang,changlang,safe
arunachal pradesh,east kameng,east kameng,safe
arunachal pradesh,east siang,east siang,safe
arunachal pradesh,lohit,lohit,safe
arunachal pradesh,lower dibang valley,lower dibang valley,safe
arunachal pradesh,lower subansiri,lower subansiri,safe
arunachal pradesh,papum pare,papum pare,safe
arunachal pradesh,tirap,tirap,safe
arunachal pradesh,upper subansiri,upper subansiri,safe
arunachal pradesh,west kameng,west kameng,safe
arunachal pradesh,west siang,west siang,safe
assam,baksa,baksa,safe
assam,barpeta,barpeta,safe
assam,bongaigaon,bongaigaon,safe
assam,cachar,cachar,safe
assam,chirang,chirang,safe
assam,darrang,darrang,safe
assam,dhemaji,dhemaji,safe
assam,dhubri,dhubri,safe
assam,dibrugarh,dibrugarh,safe
assam,dima hasao,dima hasao,safe
assam,goalpara,goalpara,safe
assam,golaghat,golaghat,safe
assam,hailakandi,hailakandi,safe
assam,jorhat,jorhat,safe
assam,kamrup,kamrup,safe
assam,kamrup metro,kamrup metro (rural part),safe
assam,kamrup metro,urban area,safe
assam,karbi anglong,karbi anglong,safe
assam,karimganj,karimganj,safe
assam,kokrajhar,kokrajhar,safe
assam,lakhimpur,lakhimpur,safe
assam,morigaon,morigaon,safe
assam,nagaon,nagaon,safe
assam,nalbari,nalbari,safe
assam,sivasagar,sivasagar,safe
assam,sonitpur,sonitpur,safe
assam,tinsukia,tinsukia,safe
assam,udalguri,udalguri,safe
bihar,araria,bhargawan,safe
bihar,araria,jokihat,safe
bihar,araria,raniganj,safe
bihar,araria,kruskanta,safe
bihar,araria,araria,safe
bihar,araria,narpatganj,safe
bihar,araria,forbisganj,safe
bihar,araria,palasi,safe
bihar,arwal,arwal,safe
bihar,arwal,bansi surujpur,safe
bihar,arwal,karpi,safe
bihar,arwal,kaler,safe
bihar,arwal,kurtha,safe
bihar,aurangabad,barun,safe
bihar,aurangabad,nabinagar,safe
bihar,aurangabad,aurangabad,safe
bihar,aurangabad,deo,safe
bihar,aurangabad,daudnagar,safe
bihar,aurangabad,goh,safe
bihar,aurangabad,madanpur,safe
bihar,aurangabad,haspura,safe
bihar,aurangabad,obra,safe
bihar,aurangabad,kutumba,safe
bihar,aurangabad,rafiganj,safe
bihar,banka,chandan,safe
bihar,banka,belhar,safe
bihar,banka,shambhuganj,safe
bihar,banka,dhuraiya,safe
bihar,banka,katoria,safe
bihar,banka,bausi,safe
bihar,banka,amarpur,safe
bihar,banka,banka,safe
bihar,banka,phulidumar,safe
bihar,banka,barahat,safe
bihar,banka,rajun,safe
bihar,begusarai,naokothi,critical
bihar,begusarai,bhagwanpur,critical
bihar,begusarai,garhpura,safe
bihar,begusarai,mansur chowk,safe
bihar,begusarai,matihani,safe
bihar,begusarai,bachhawara,safe
bihar,begusarai,cheria bariarpur,safe
bihar,begusarai,sahebpur kamal,safe
bihar,begusarai,birpur,safe
bihar,begusarai,shamho,safe
bihar,begusarai,chhaurahi,safe
bihar,begusarai,begusarai,safe
bihar,begusarai,barauni,safe
bihar,begusarai,teghra,safe
bihar,begusarai,bakhari,safe
bihar,begusarai,dandari,safe
bihar,begusarai,balia,safe
bihar,begusarai,khudabandpur,semi-critical
bihar,bhabhua,adhaura,safe
bihar,bhabhua,chainpur,safe
bihar,bhabhua,bhagwanpur,safe
bihar,bhabhua,kudra,safe
bihar,bhabhua,rampur,safe
bihar,bhabhua,durgawati,safe
bihar,bhabhua,chand,safe
bihar,bhabhua,nuaon,safe
bihar,bhabhua,bhabhua,safe
bihar,bhabhua,mohania,safe
bihar,bhagalpur,kharik,safe
bihar,bhagalpur,pirpainti,safe
bihar,bhagalpur,sultanganj,safe
bihar,bhagalpur,kahalgaon,safe
bihar,bhagalpur,rangra chowk,safe
bihar,bhagalpur,narayanpur,safe
bihar,bhagalpur,sabour,safe
bihar,bhagalpur,sonhaula,safe
bihar,bhagalpur,goradih,safe
bihar,bhagalpur,shahkund,safe
bihar,bhagalpur,bihpur,safe
bihar,bhagalpur,ismailpur,safe
bihar,bhagalpur,gopalpur,safe
bihar,bhagalpur,nathnagar,safe
bihar,bhagalpur,naugachia,safe
bihar,bhagalpur,jagdishpur,safe
bihar,bhojpur,koilbar,critical
bihar,bhojpur,behea,critical
bihar,bhojpur,agaiyon,safe
bihar,bhojpur,charpokhari,safe
bihar,bhojpur,udwantnagar,safe
bihar,bhojpur,sahar,safe
bihar,bhojpur,barhara,safe
bihar,bhojpur,garhani,safe
bihar,bhojpur,tarari,safe
bihar,bhojpur,sandesh,safe
bihar,bhojpur,shahpur,semi-critical
bihar,bhojpur,jagdishpur,semi-critical
bihar,bhojpur,piro,semi-critical
bihar,bhojpur,arrah,semi-critical
bihar,buxar,nawanagar,safe
bihar,buxar,kesath,safe
bihar,buxar,dumraon,safe
bihar,buxar,buxar,safe
bihar,buxar,brahampur,safe
bihar,buxar,chausa,safe
bihar,buxar,itarhi,safe
bihar,buxar,rajpur,safe
bihar,buxar,chakki,safe
bihar,buxar,simari,semi-critical
bihar,buxar,chaungai,semi-critical
bihar,darbhanga,tardih,safe
bihar,darbhanga,keoti,safe
bihar,darbhanga,darbhanga,safe
bihar,darbhanga,kusheshwar asthan (e),safe
bihar,darbhanga,goura-bouram,safe
bihar,darbhanga,jale,safe
bihar,darbhanga,manigacchi,safe
bihar,darbhanga,biraul,safe
bihar,darbhanga,singhwara,safe
bihar,darbhanga,kiratpur,safe
bihar,darbhanga,alinagar,safe
bihar,darbhanga,kusheshwar asthan,safe
bihar,darbhanga,benipur,safe
bihar,darbhanga,bahadurpur,safe
bihar,darbhanga,hanumannagar,safe
bihar,darbhanga,ghanashyampur,safe
bihar,darbhanga,hayaghat,safe
bihar,east champaran,kesaria,safe
bihar,east champaran,banjharia,safe
bihar,east champaran,sangrampur,safe
bihar,east champaran,chhouradanu (narkatiya),safe
bihar,east champaran,areraj,safe
bihar,east champaran,raxaul,safe
bihar,east champaran,pakaridayal,safe
bihar,east champaran,adapur,safe
bihar,east champaran,ghorasahan,safe
bihar,east champaran,sugouli,safe
bihar,east champaran,bankatwa,safe
bihar,east champaran,motihari,safe
bihar,east champaran,paharpur,safe
bihar,east champaran,ramgarhwa,safe
bihar,east champaran,kalyanpur,safe
bihar,east champaran,kotwa,safe
bihar,east champaran,patahi,safe
bihar,east champaran,turkaulia,safe
bihar,east champaran,dhaka,safe
bihar,east champaran,mehsi,safe
bihar,east champaran,chiraiya,safe
bihar,east champaran,tetaria,safe
bihar,east champaran,chakia (pipra),safe
bihar,east champaran,phenhara,safe
bihar,east champaran,piprakothi,safe
bihar,east champaran,harsidhi,safe
bihar,east champaran,madhuban,semi-critical
bihar,gaya,dumaria,critical
bihar,gaya,imamganj,over-exploited
bihar,gaya,manpur,over-exploited
bihar,gaya,mohanpur,safe
bihar,gaya,banka bazar,safe
bihar,gaya,tankupa,safe
bihar,gaya,fatehpur,safe
bihar,gaya,nimchak bathani,safe
bihar,gaya,barachatti,safe
bihar,gaya,wazirganj,safe
bihar,gaya,dobhi,safe
bihar,gaya,paraiya,safe
bihar,gaya,sherghati,safe
bihar,gaya,atri,safe
bihar,gaya,mouhra,safe
bihar,gaya,gurua,safe
bihar,gaya,guraru,safe
bihar,gaya,amas,safe
bihar,gaya,belaganj,semi-critical
bihar,gaya,gaya  sadar,semi-critical
bihar,gaya,konch,semi-critical
bihar,gaya,bodhgaya,semi-critical
bihar,gaya,khizirsarai,semi-critical
bihar,gaya,tekari,semi-critical
bihar,gopalganj,thawe,over-exploited
bihar,gopalganj,uchkagaon,over-exploited
bihar,gopalganj,gopalganj,safe
bihar,gopalganj,phulwaria,safe
bihar,gopalganj,kuchaikot,safe
bihar,gopalganj,sidhwalia,safe
bihar,gopalganj,baikunthpur,safe
bihar,gopalganj,barauli,semi-critical
bihar,gopalganj,kateyan,semi-critical
bihar,gopalganj,panchdeori,semi-critical
bihar,gopalganj,manjha,semi-critical
bihar,gopalganj,hathwa,semi-critical
bihar,gopalganj,bhore,semi-critical
bihar,jamui,barhat,safe
bihar,jamui,chakai,safe
bihar,jamui,aliganj,safe
bihar,jamui,sikandra,safe
bihar,jamui,khaira,safe
bihar,jamui,lakhimpur,safe
bihar,jamui,gidhaur,safe
bihar,jamui,sono,safe
bihar,jamui,jhajha,safe
bihar,jamui,jamui,safe
bihar,jehanabad,kako,critical
bihar,jehanabad,ghosi,critical
bihar,jehanabad,jehanabad,critical
bihar,jehanabad,ratni faridpur,over-exploited
bihar,jehanabad,modanganj,semi-critical
bihar,jehanabad,makhdumpur,semi-critical
bihar,jehanabad,hulasganj,semi-critical
bihar,katihar,dandkhora,critical
bihar,katihar,manihari,safe
bihar,katihar,kursela,safe
bihar,katihar,samili,safe
bihar,katihar,barari,safe
bihar,katihar,amdabad,safe
bihar,katihar,hasanganj,safe
bihar,katihar,katihar,safe
bihar,katihar,falka,safe
bihar,katihar,kadwa,semi-critical
bihar,katihar,balrampur,semi-critical
bihar,katihar,korha,semi-critical
bihar,katihar,barsoi,semi-critical
bihar,katihar,pranpur,semi-critical
bihar,katihar,azamnagar,semi-critical
bihar,katihar,mansahi,semi-critical
bihar,khagaria,alauli,safe
bihar,khagaria,beldaur,safe
bihar,khagaria,chautham,safe
bihar,khagaria,khagaria,safe
bihar,khagaria,parbatta,safe
bihar,khagaria,mansi,safe
bihar,khagaria,gogari,safe
bihar,kishanganj,dighabank,safe
bihar,kishanganj,thakurganj,safe
bihar,kishanganj,teragachi,safe
bihar,kishanganj,bahadurganj,safe
bihar,kishanganj,koch dhami,safe
bihar,kishanganj,pothia,safe
bihar,lakhisarai,barahia,safe
bihar,lakhisarai,surajgarha,safe
bihar,lakhisarai,ramgarh chowk,safe
bihar,lakhisarai,piparia,safe
bihar,lakhisarai,lakhisarai,safe
bihar,lakhisarai,halsi,safe
bihar,lakhisarai,channan,safe
bihar,madhepura,murliganj,safe
bihar,madhepura,madhepura,safe
bihar,madhepura,ghailarh,safe
bihar,madhepura,puraini,safe
bihar,madhepura,kumarkhand,safe
bihar,madhepura,chausa,safe
bihar,madhepura,alam nagar,safe
bihar,madhepura,singheswar,semi-critical
bihar,madhepura,gamharia,semi-critical
bihar,madhepura,bihariganj,semi-critical
bihar,madhepura,sankarpur,semi-critical
bihar,madhepura,uda kishanganj,semi-critical
bihar,madhepura,gwalpara,semi-critical
bihar,madhubani,harlakhi,safe
bihar,madhubani,andaratharhi,safe
bihar,madhubani,jhanjharpur,safe
bihar,madhubani,laukahi,safe
bihar,madhubani,madhepura,safe
bihar,madhubani,basopatti,safe
bihar,madhubani,babubarahi,safe
bihar,madhubani,madhwapur,safe
bihar,madhubani,phulparas,safe
bihar,madhubani,jainagar,safe
bihar,madhubani,lakhnaur,safe
bihar,madhubani,ghoghardiha,safe
bihar,madhubani,benipatti,safe
bihar,madhubani,laukaha,safe
bihar,madhubani,bisfi,safe
bihar,madhubani,ladania,safe
bihar,madhubani,kaluahi,safe
bihar,madhubani,khajauli,safe
bihar,madhubani,rajnagar,safe
bihar,madhubani,madhubani,safe
bihar,madhubani,pandaul,safe
bihar,munger,bariarpur,safe
bihar,munger,dharhara,safe
bihar,munger,tarapur,safe
bihar,munger,sangrampur,safe
bihar,munger,tetia bhamber,safe
bihar,munger,munger,safe
bihar,munger,jamalpur,safe
bihar,munger,kharagpur,safe
bihar,munger,asarganj,safe
bihar,muzaffarpur,sakra,over-exploited
bihar,muzaffarpur,mushari,over-exploited
bihar,muzaffarpur,kanti,safe
bihar,muzaffarpur,marwan,safe
bihar,muzaffarpur,baruraj (motipur),safe
bihar,muzaffarpur,saraia,safe
bihar,muzaffarpur,aurai,safe
bihar,muzaffarpur,shahebganj,safe
bihar,muzaffarpur,katra,safe
bihar,muzaffarpur,gaighat,safe
bihar,muzaffarpur,bandra,safe
bihar,muzaffarpur,minapur,semi-critical
bihar,muzaffarpur,bochaha,semi-critical
bihar,muzaffarpur,kurahni,semi-critical
bihar,muzaffarpur,moraul (dholi),semi-critical
bihar,nalanda,rajgir,critical
bihar,nalanda,bind,critical
bihar,nalanda,asthawan,critical
bihar,nalanda,karai parsauni,critical
bihar,nalanda,giriak,over-exploited
bihar,nalanda,silao,safe
bihar,nalanda,biharsarif,safe
bihar,nalanda,hilsa,safe
bihar,nalanda,chandi,safe
bihar,nalanda,ekangasarai,safe
bihar,nalanda,katrisarai,safe
bihar,nalanda,tharthari,safe
bihar,nalanda,nagarnausa,safe
bihar,nalanda,sarmera,safe
bihar,nalanda,rahui,semi-critical
bihar,nalanda,noorsarai,semi-critical
bihar,nalanda,ben,semi-critical
bihar,nalanda,islampur,semi-critical
bihar,nalanda,harnaut,semi-critical
bihar,nalanda,parwalpur,semi-critical
bihar,nawada,meskaur,critical
bihar,nawada,kawakol,safe
bihar,nawada,govindpur,safe
bihar,nawada,kasichak,safe
bihar,nawada,hisua,safe
bihar,nawada,nardiganj,safe
bihar,nawada,narhat,safe
bihar,nawada,pakribarwan,safe
bihar,nawada,rajauli,safe
bihar,nawada,warsaliganj,safe
bihar,nawada,sirdala,safe
bihar,nawada,akbarpur,safe
bihar,nawada,nawada,semi-critical
bihar,nawada,roh,semi-critical
bihar,patna,sampatchak,critical
bihar,patna,patna sadar,critical
bihar,patna,punpun,critical
bihar,patna,phulwarisarif,over-exploited
bihar,patna,athmalgola,over-exploited
bihar,patna,ghoshwari,safe
bihar,patna,pandarak,safe
bihar,patna,bakhtiarpur,safe
bihar,patna,paliganj,safe
bihar,patna,dulhinbazar,safe
bihar,patna,mokama,safe
bihar,patna,bikram,safe
bihar,patna,daniawan,safe
bihar,patna,maner,safe
bihar,patna,dhanarua,safe
bihar,patna,danapur,safe
bihar,patna,naubatpur,safe
bihar,patna,barh,safe
bihar,patna,bihta,safe
bihar,patna,khusrupur,semi-critical
bihar,patna,belchi,semi-critical
bihar,patna,masuarhi,semi-critical
bihar,purnia,baraharakothi,safe
bihar,purnia,dhamdaha,safe
bihar,purnia,k. nagar,safe
bihar,purnia,srinagar,safe
bihar,purnia,banmankhi,safe
bihar,purnia,kasba,safe
bihar,purnia,rupauli,safe
bihar,purnia,baisa,safe
bihar,purnia,bhawanipur,safe
bihar,purnia,purnea (e),safe
bihar,purnia,jalalgarh,safe
bihar,purnia,baisi,semi-critical
bihar,purnia,amaur,semi-critical
bihar,purnia,dagarua,semi-critical
bihar,rohtas,nauhatta,safe
bihar,rohtas,sheosagar,safe
bihar,rohtas,rohtas,safe
bihar,rohtas,sanjhauli,safe
bihar,rohtas,karahgar,safe
bihar,rohtas,dawath,safe
bihar,rohtas,kochas,safe
bihar,rohtas,rajpur,safe
bihar,rohtas,dinara,safe
bihar,rohtas,chenari,safe
bihar,rohtas,dehari,safe
bihar,rohtas,tilawthu,safe
bihar,rohtas,nokha,safe
bihar,rohtas,sasaram,safe
bihar,rohtas,nasariganj,safe
bihar,rohtas,bikramganj,safe
bihar,rohtas,akhorigola,safe
bihar,rohtas,suryapura,safe
bihar,rohtas,karakat,safe
bihar,saharsa,salakhua,safe
bihar,saharsa,banma itahari,safe
bihar,saharsa,simari bakhtiyarpur,safe
bihar,saharsa,sonbarsa,safe
bihar,saharsa,satar katya,safe
bihar,saharsa,kahara,safe
bihar,saharsa,patarhgat,safe
bihar,saharsa,mahishi,safe
bihar,saharsa,nauhatta,safe
bihar,saharsa,saurbazar,safe
bihar,samastipur,vidyapatinagar,safe
bihar,samastipur,morwa,safe
bihar,samastipur,bibhutipur,safe
bihar,samastipur,singhia,safe
bihar,samastipur,shivajinagar,safe
bihar,samastipur,bitha,safe
bihar,samastipur,rosera,safe
bihar,samastipur,samastipur,safe
bihar,samastipur,warisnagar,safe
bihar,samastipur,mohanpur,safe
bihar,samastipur,patori,safe
bihar,samastipur,pusa,safe
bihar,samastipur,sarairanjan,safe
bihar,samastipur,kalyanpur,safe
bihar,samastipur,dalsinghsarai,safe
bihar,samastipur,mohiaddinagar,safe
bihar,samastipur,tajpur,safe
bihar,samastipur,khanpur,safe
bihar,samastipur,ujiarpur,semi-critical
bihar,saran,nagra,critical
bihar,saran,revelganj,safe
bihar,saran,panapur,safe
bihar,saran,maker,safe
bihar,saran,jalalpur,safe
bihar,saran,ishupur,safe
bihar,saran,tariya,safe
bihar,saran,masharakh,safe
bihar,saran,dighwara,safe
bihar,saran,amnaur,safe
bihar,saran,ekma,safe
bihar,saran,sonpur,safe
bihar,saran,dariapur,safe
bihar,saran,parasa,safe
bihar,saran,marhaura,safe
bihar,saran,chapra,safe
bihar,saran,baniapur,safe
bihar,saran,manjhi,semi-critical
bihar,saran,lahladpur,semi-critical
bihar,saran,garakha,semi-critical
bihar,sheihkpura,ghatkusumba,safe
bihar,sheihkpura,barbihga,safe
bihar,sheihkpura,sheihkpura,safe
bihar,sheihkpura,shekhopursarai,safe
bihar,sheihkpura,chebara,safe
bihar,sheihkpura,ariari,safe
bihar,sheohar,sheohar,safe
bihar,sheohar,purnahia,safe
bihar,sheohar,piprahi,safe
