state,district,station,category
rajasthan,jhalawar,khanpur,over-exploited
rajasthan,jhalawar,aklera,semi-critical
rajasthan,jhalawar,bhawani mandi,semi-critical
rajasthan,jhalawar,dug,semi-critical
rajasthan,jhunjhunun,alsisar,over-exploited
rajasthan,jhunjhunun,khetri,over-exploited
rajasthan,jhunjhunun,buhana,over-exploited
rajasthan,jhunjhunun,udaipurwati,over-exploited
rajasthan,jhunjhunun,chirawa,over-exploited
rajasthan,jhunjhunun,jhunjhunu,over-exploited
rajasthan,jhunjhunun,surajgarh,over-exploited
rajasthan,jhunjhunun,nawalgarh,over-exploited
rajasthan,jodhpur,mandor,over-exploited
rajasthan,jodhpur,pipar city,over-exploited
rajasthan,jodhpur,shergarh,over-exploited
rajasthan,jodhpur,phalodi,over-exploited
rajasthan,jodhpur,bhopalgarh,over-exploited
rajasthan,jodhpur,bilara,over-exploited
rajasthan,jodhpur,shekhala,over-exploited
rajasthan,jodhpur,dechu,over-exploited
rajasthan,jodhpur,balesar,over-exploited
rajasthan,jodhpur,osian,over-exploited
rajasthan,jodhpur,baori,over-exploited
rajasthan,jodhpur,lohawat,over-exploited
rajasthan,jodhpur,bapini,over-exploited
rajasthan,jodhpur,tinwari,over-exploited
rajasthan,jodhpur,luni,safe
rajasthan,jodhpur,bap,safe
rajasthan,karauli,mandrial,over-exploited
rajasthan,karauli,sapotra,over-exploited
rajasthan,karauli,karauli,over-exploited
rajasthan,karauli,hindaun,over-exploited
rajasthan,karauli,todabhim,over-exploited
rajasthan,karauli,nadoti,semi-critical
rajasthan,kota,ladpura,critical
rajasthan,kota,sangod,over-exploited
rajasthan,kota,khairabad,over-exploited
rajasthan,kota,sultanpur,semi-critical
rajasthan,kota,itawa,semi-critical
rajasthan,nagaur,ladnu,critical
rajasthan,nagaur,didwana,over-exploited
rajasthan,nagaur,jayal,over-exploited
rajasthan,nagaur,parbatsar,over-exploited
rajasthan,nagaur,makrana,over-exploited
rajasthan,nagaur,riyan,over-exploited
rajasthan,nagaur,molasar,over-exploited
rajasthan,nagaur,degana,over-exploited
rajasthan,nagaur,khinvsar,over-exploited
rajasthan,nagaur,kuchaman,over-exploited
rajasthan,nagaur,merta,over-exploited
rajasthan,nagaur,mundwa,over-exploited
rajasthan,nagaur,nagaur,semi-critical
rajasthan,pali,sumerpur,critical
rajasthan,pali,bali,over-exploited
rajasthan,pali,sojat,over-exploited
rajasthan,pali,rani,over-exploited
rajasthan,pali,desuri,over-exploited
rajasthan,pali,raipur,over-exploited
rajasthan,pali,jaitaran,over-exploited
rajasthan,pali,marwar ju,over-exploited
rajasthan,pali,rohat,safe
rajasthan,pali,pali,safe
rajasthan,pratapgarh,dhariawad,critical
rajasthan,pratapgarh,pratapgarh,over-exploited
rajasthan,pratapgarh,arnod,over-exploited
rajasthan,pratapgarh,chhoti sadri,over-exploited
rajasthan,pratapgarh,peepalkhoont,safe
rajasthan,rajsamand,khamnor,critical
rajasthan,rajsamand,deogarh,critical
rajasthan,rajsamand,kumbhalga,critical
rajasthan,rajsamand,amet,over-exploited
rajasthan,rajsamand,rajsamand,over-exploited
rajasthan,rajsamand,bhim,over-exploited
rajasthan,rajsamand,railmagra,over-exploited
rajasthan,sawai madhopur,bamanwas,over-exploited
rajasthan,sawai madhopur,bonli,over-exploited
rajasthan,sawai madhopur,khandar,over-exploited
rajasthan,sawai madhopur,chauth ka berwada,over-exploited
rajasthan,sawai madhopur,sawai madhopur,over-exploited
rajasthan,sawai madhopur,gangapur,over-exploited
rajasthan,sikar,lachhmangarh,over-exploited
rajasthan,sikar,patan,over-exploited
rajasthan,sikar,khandela,over-exploited
rajasthan,sikar,neem ka thana,over-exploited
rajasthan,sikar,danta ramgarh,over-exploited
rajasthan,sikar,dhod,over-exploited
rajasthan,sikar,piprali,over-exploited
rajasthan,sikar,sri madhopur,over-exploited
rajasthan,sikar,fatehpur,semi-critical
rajasthan,sirohi,sirohi,critical
rajasthan,sirohi,abu road,critical
rajasthan,sirohi,sheoganj,over-exploited
rajasthan,sirohi,reodar,over-exploited
rajasthan,sirohi,pindwara,semi-critical
rajasthan,tonk,uniara,over-exploited
rajasthan,tonk,niwai,over-exploited
rajasthan,tonk,malpura,over-exploited
rajasthan,tonk,todaraisingh,safe
rajasthan,tonk,tonk,semi-critical
rajasthan,tonk,deoli,semi-critical
rajasthan,udaipur,gogunda,critical
rajasthan,udaipur,girwa,critical
rajasthan,udaipur,phalasiya,critical
rajasthan,udaipur,rishabhdev,critical
rajasthan,udaipur,kurawad,critical
rajasthan,udaipur,lasadiya,critical
rajasthan,udaipur,sayara,critical
rajasthan,udaipur,kherwara,critical
rajasthan,udaipur,bhinder,over-exploited
rajasthan,udaipur,badgaon,over-exploited
rajasthan,udaipur,mavli,over-exploited
rajasthan,udaipur,jallara,semi-critical
rajasthan,udaipur,salumbar,semi-critical
rajasthan,udaipur,semari,semi-critical
rajasthan,udaipur,kotra,semi-critical
rajasthan,udaipur,sarada,semi-critical
sikkim,east,east district,safe
sikkim,north,north district,safe
sikkim,south,south district,safe
sikkim,west,west district,safe
tamil nadu,ariyalur,t. palur,safe
tamil nadu,ariyalur,jayankondam,safe
tamil nadu,ariyalur,nagamangalam,safe
tamil nadu,ariyalur,kuvagam,safe
tamil nadu,ariyalur,elakurichi,safe
tamil nadu,ariyalur,andimadam,safe
tamil nadu,ariyalur,udayarpalayam,safe
tamil nadu,ariyalur,kundaveli,safe
tamil nadu,ariyalur,ponparappi,safe
tamil nadu,ariyalur,thrumanur,safe
tamil nadu,ariyalur,ariyalur,safe
tamil nadu,ariyalur,keelapalur,safe
tamil nadu,ariyalur,mathur,safe
tamil nadu,ariyalur,suthamalli,safe
tamil nadu,ariyalur,sendurai,semi-critical
tamil nadu,chennai,purasawalkam -  peram,over-exploited
tamil nadu,chennai,purasawalkam -  peram,over-exploited
tamil nadu,chennai,purasawalkam -  peram,over-exploited
tamil nadu,chennai,purasawalkam -  peram,over-exploited
tamil nadu,chennai,mylapore - tiruvalliken,over-exploited
tamil nadu,chennai,mylapore - tiruvalliken,over-exploited
tamil nadu,chennai,mylapore - tiruvalliken,over-exploited
tamil nadu,chennai,mylapore - tiruvalliken,over-exploited
tamil nadu,chennai,mambalam - guindy-ii,over-exploited
tamil nadu,chennai,kottai - thondiarpet-iii,over-exploited
tamil nadu,chennai,kottai - thondiarpet-iv,over-exploited
tamil nadu,chennai,kottai - thondiarpet-i,over-exploited
tamil nadu,chennai,kottai - thondiarpet-ii,over-exploited
tamil nadu,chennai,mambalam - guindy-iii,over-exploited
tamil nadu,chennai,mambalam - guindy-iv,over-exploited
tamil nadu,chennai,mambalam - guindy-i,over-exploited
tamil nadu,chennai,egmore - nungambakka,over-exploited
tamil nadu,chennai,egmore - nungambakka,over-exploited
tamil nadu,chennai,egmore - nungambakka,over-exploited
tamil nadu,chennai,egmore - nungambakka,over-exploited
tamil nadu,coimbatore,mettupalayam,critical
tamil nadu,coimbatore,saravanampatti,critical
tamil nadu,coimbatore,thirumalaiampalayam,critical
tamil nadu,coimbatore,kottur,critical
tamil nadu,coimbatore,perur,over-exploited
tamil nadu,coimbatore,anamalai,over-exploited
tamil nadu,coimbatore,karumathampatti,over-exploited
tamil nadu,coimbatore,ottakkal mandabam,over-exploited
tamil nadu,coimbatore,sulur,over-exploited
tamil nadu,coimbatore,alandurai,over-exploited
tamil nadu,coimbatore,vadachittur,over-exploited
tamil nadu,coimbatore,selakkarichal,over-exploited
tamil nadu,coimbatore,pollachi(s),over-exploited
tamil nadu,coimbatore,madampatti,over-exploited
tamil nadu,coimbatore,varapatti,over-exploited
tamil nadu,coimbatore,thondamuthur,over-exploited
tamil nadu,coimbatore,annur(s),over-exploited
tamil nadu,coimbatore,vadavalli,over-exploited
tamil nadu,coimbatore,pollachi(n),over-exploited
tamil nadu,coimbatore,singanallur,over-exploited
tamil nadu,coimbatore,ramapattinam,over-exploited
tamil nadu,coimbatore,kinathukatavu,over-exploited
tamil nadu,coimbatore,coimbatore,over-exploited
tamil nadu,coimbatore,annur(n),over-exploited
tamil nadu,coimbatore,sarkar samakulam,over-exploited
tamil nadu,coimbatore,perianegamam,over-exploited
tamil nadu,coimbatore,anupparpalayam,over-exploited
tamil nadu,coimbatore,kolarpatti,over-exploited
tamil nadu,coimbatore,kovilpalayam,over-exploited
tamil nadu,coimbatore,ganapathi,over-exploited
tamil nadu,coimbatore,valparai,safe
tamil nadu,coimbatore,marchinaickenpalayam,semi-critical
tamil nadu,coimbatore,thudialur,semi-critical
tamil nadu,coimbatore,kurichi,semi-critical
tamil nadu,coimbatore,periyanaickenpalayam,semi-critical
tamil nadu,coimbatore,karamadai,semi-critical
tamil nadu,coimbatore,kuniamuthur,semi-critical
tamil nadu,cuddalore,pennadam,critical
tamil nadu,cuddalore,umangalam,over-exploited
tamil nadu,cuddalore,thiruvanthipuram,over-exploited
tamil nadu,cuddalore,rettichavadi,over-exploited
tamil nadu,cuddalore,virudhachalam(s),over-exploited
tamil nadu,cuddalore,kammapuram (w),over-exploited
tamil nadu,cuddalore,kammapuram (e),over-exploited
tamil nadu,cuddalore,nellikuppam,over-exploited
tamil nadu,cuddalore,thiruvakulam,safe
tamil nadu,cuddalore,orathur,safe
tamil nadu,cuddalore,puthur,safe
tamil nadu,cuddalore,kumarachi,safe
tamil nadu,cuddalore,chidambaram,safe
tamil nadu,cuddalore,srimushnam,safe
tamil nadu,cuddalore,kattumannarkoil,safe
tamil nadu,cuddalore,kullanchavadi,safe
tamil nadu,cuddalore,komangalam,safe
tamil nadu,cuddalore,veppur,safe
tamil nadu,cuddalore,kurinjipadi,safe
tamil nadu,cuddalore,udaiyarkudi,safe
tamil nadu,cuddalore,tittagudi (w),safe
tamil nadu,cuddalore,virudhachalam(n),safe
tamil nadu,cuddalore,thozhudur,safe
tamil nadu,cuddalore,kadampuliyur,safe
tamil nadu,cuddalore,bhuvanagiri,safe
tamil nadu,cuddalore,parangipettai,saline
tamil nadu,cuddalore,manjakuppam,semi-critical
tamil nadu,cuddalore,sethiyathoppu,semi-critical
tamil nadu,cuddalore,marungur,semi-critical
tamil nadu,cuddalore,sirupakkam,semi-critical
tamil nadu,cuddalore,panruti,semi-critical
tamil nadu,dharmapuri,krishnapuram,critical
tamil nadu,dharmapuri,pappireddipatty,critical
tamil nadu,dharmapuri,nallampalli,critical
tamil nadu,dharmapuri,morappur,critical
tamil nadu,dharmapuri,kambainallur,over-exploited
tamil nadu,dharmapuri,thenkaraikottai,over-exploited
tamil nadu,dharmapuri,palacode,over-exploited
tamil nadu,dharmapuri,vellichandai,over-exploited
tamil nadu,dharmapuri,papparapatty,over-exploited
tamil nadu,dharmapuri,indur,over-exploited
tamil nadu,dharmapuri,pennagaram,over-exploited
tamil nadu,dharmapuri,kadathur,over-exploited
tamil nadu,dharmapuri,palayam,over-exploited
tamil nadu,dharmapuri,bommidi,over-exploited
tamil nadu,dharmapuri,karimangalam,over-exploited
tamil nadu,dharmapuri,marandahalli,over-exploited
tamil nadu,dharmapuri,pulikarai,over-exploited
tamil nadu,dharmapuri,perumbalai,over-exploited
tamil nadu,dharmapuri,perianahalli,over-exploited
tamil nadu,dharmapuri,sunjalnatham,safe
tamil nadu,dharmapuri,theerthamalai,safe
tamil nadu,dharmapuri,harur,semi-critical
tamil nadu,dharmapuri,dharmapuri,semi-critical
tamil nadu,dindigul,oruthattu,critical
tamil nadu,dindigul,neikkarapattai,critical
tamil nadu,dindigul,pillaiyarnatham,critical
tamil nadu,dindigul,dharmathupatti,over-exploited
tamil nadu,dindigul,ayakudi,over-exploited
tamil nadu,dindigul,dindigul west,over-exploited
tamil nadu,dindigul,puliyurnatham,over-exploited
tamil nadu,dindigul,ayyalur,over-exploited
tamil nadu,dindigul,kottanatham,over-exploited
tamil nadu,dindigul,shanarpatti,over-exploited
tamil nadu,dindigul,silvathur,over-exploited
tamil nadu,dindigul,palayam,over-exploited
tamil nadu,dindigul,devathur,over-exploited
tamil nadu,dindigul,kallimanthayam,over-exploited
tamil nadu,dindigul,thoppampatti,over-exploited
tamil nadu,dindigul,viruveedu,over-exploited
tamil nadu,dindigul,chinnakkampatti,over-exploited
tamil nadu,dindigul,ayyampalayam,over-exploited
tamil nadu,dindigul,oddanchathram,over-exploited
tamil nadu,dindigul,vedasandur,over-exploited
tamil nadu,dindigul,chinnalpatti,over-exploited
tamil nadu,dindigul,vadamadurai,over-exploited
tamil nadu,dindigul,nilakottai,over-exploited
tamil nadu,dindigul,reddiarchatram,over-exploited
tamil nadu,dindigul,kovilur,over-exploited
tamil nadu,dindigul,palakkanoothu,over-exploited
tamil nadu,dindigul,eriodu,over-exploited
tamil nadu,dindigul,pannaikadu,safe
tamil nadu,dindigul,kodiakanal,safe
tamil nadu,dindigul,thandikudi,safe
tamil nadu,dindigul,palani,safe
tamil nadu,dindigul,dindigul east,safe
tamil nadu,dindigul,senthurai,safe
tamil nadu,dindigul,reddiapatti,safe
tamil nadu,dindigul,natham,safe
tamil nadu,dindigul,pappampatti,semi-critical
tamil nadu,dindigul,kambiliampatti,semi-critical
tamil nadu,dindigul,korikadavu,semi-critical
tamil nadu,dindigul,athoor,semi-critical
tamil nadu,erode,sathyamangalam,critical
tamil nadu,erode,thingalur,critical
tamil nadu,erode,kilampadi,critical
tamil nadu,erode,kasipalayam,critical
tamil nadu,erode,ammapettai,critical
tamil nadu,erode,athani,over-exploited
tamil nadu,erode,vellode,over-exploited
tamil nadu,erode,arachalur,over-exploited
tamil nadu,erode,erode west,over-exploited
tamil nadu,erode,elathur,over-exploited
tamil nadu,erode,modakurichi,over-exploited
tamil nadu,erode,arasur,over-exploited
tamil nadu,erode,erode east,over-exploited
tamil nadu,erode,anthiyur,over-exploited
tamil nadu,erode,erode north,over-exploited
tamil nadu,erode,chennimalai,over-exploited
tamil nadu,erode,bhavanisagar,over-exploited
tamil nadu,erode,kodumudi,over-exploited
tamil nadu,erode,punjaipuliampatti,over-exploited
tamil nadu,erode,perundurai,over-exploited
tamil nadu,erode,nambiyur,over-exploited
tamil nadu,erode,burgur,safe
tamil nadu,erode,kugalur,safe
tamil nadu,erode,poondurai,safe
tamil nadu,erode,gobichettipalayam,safe
tamil nadu,erode,kuthiyalathur,safe
tamil nadu,erode,sivagiri,safe
tamil nadu,erode,vaniputhur,safe
tamil nadu,erode,thalavadi,semi-critical
tamil nadu,erode,kavandapadi,semi-critical
tamil nadu,erode,siruvalur,semi-critical
tamil nadu,erode,kanjikoil,semi-critical
tamil nadu,erode,bhavani,semi-critical
tamil nadu,erode,kurichi,semi-critical
tamil nadu,kancheepuram,thiruppu kuzhi,critical
tamil nadu,kancheepuram,l.endathur,critical
tamil nadu,kancheepuram,thirukazhukundram,critical
tamil nadu,kancheepuram,singaperumalkoil,over-exploited
tamil nadu,kancheepuram,sirukaveripakkam,over-exploited
tamil nadu,kancheepuram,chengalpattu,over-exploited
tamil nadu,kancheepuram,nerumbur,over-exploited
tamil nadu,kancheepuram,govindhavadi,over-exploited
tamil nadu,kancheepuram,appur,over-exploited
tamil nadu,kancheepuram,orathi,over-exploited
tamil nadu,kancheepuram,walajabad,over-exploited
tamil nadu,kancheepuram,thirupulivanam,over-exploited
tamil nadu,kancheepuram,sriperumpudur,safe
tamil nadu,kancheepuram,kunrathur,safe
tamil nadu,kancheepuram,vallam,safe
tamil nadu,kancheepuram,thandalam,safe
tamil nadu,kancheepuram,thenneri,safe
tamil nadu,kancheepuram,chitlapakkam,safe
tamil nadu,kancheepuram,kelambakkam,safe
tamil nadu,kancheepuram,padappai,safe
tamil nadu,kancheepuram,alanthur,safe
tamil nadu,kancheepuram,sholinganallur,safe
tamil nadu,kancheepuram,sunkuvarchatram,safe
tamil nadu,kancheepuram,pallavaram,safe
tamil nadu,kancheepuram,medavakkam,safe
tamil nadu,kancheepuram,karugkuzhi,safe
tamil nadu,kancheepuram,kadapakkam,safe
tamil nadu,kancheepuram,tambaram,safe
tamil nadu,kancheepuram,mambakkam,safe
tamil nadu,kancheepuram,pammal,safe
tamil nadu,kancheepuram,maduramangalam,safe
tamil nadu,kancheepuram,chittiambakkam,safe
tamil nadu,kancheepuram,madambakkam,safe
tamil nadu,kancheepuram,serappanacheri,safe
tamil nadu,kancheepuram,parandur,safe
tamil nadu,kancheepuram,lathur,safe
tamil nadu,kancheepuram,mangadu,safe
tamil nadu,kancheepuram,sunampedu,safe
tamil nadu,kancheepuram,kancheepuram,safe
tamil nadu,kancheepuram,vaiyavur,safe
tamil nadu,kancheepuram,pallikaranai,safe
tamil nadu,kancheepuram,thiruporur,safe
tamil nadu,kancheepuram,madhuranthakam,safe
tamil nadu,kancheepuram,paiyanur,safe
tamil nadu,kancheepuram,maharal,safe
tamil nadu,kancheepuram,manambathy,safe
tamil nadu,kancheepuram,kodur,safe
tamil nadu,kancheepuram,salavakkam,safe
tamil nadu,kancheepuram,nellikuppam,safe
tamil nadu,kancheepuram,onampakkam,semi-critical
tamil nadu,kancheepuram,pallur,semi-critical
tamil nadu,kancheepuram,kattankulathur,semi-critical
tamil nadu,kancheepuram,kayapakkam,semi-critical
tamil nadu,kancheepuram,kollapakkam,semi-critical
tamil nadu,kancheepuram,mamallapuram,semi-critical
tamil nadu,kancheepuram,guduvancheri,semi-critical
tamil nadu,kancheepuram,chithamur,semi-critical
tamil nadu,kancheepuram,karumbakkam,semi-critical
tamil nadu,kancheepuram,kunnavakkam,semi-critical
tamil nadu,kancheepuram,jameenendathur,semi-critical
tamil nadu,kancheepuram,vandalur,semi-critical
tamil nadu,kancheepuram,perumpakkam,semi-critical
tamil nadu,kancheepuram,cheyyur,semi-critical
tamil nadu,kancheepuram,acchirupakkam,semi-critical
tamil nadu,kancheepuram,ponvilayanthakalathu,semi-critical
tamil nadu,kancheepuram,kaliyampoondi,semi-critical
tamil nadu,kancheepuram,uthiramerur,semi-critical
tamil nadu,kanyakumari,bhoothapandy,safe
tamil nadu,kanyakumari,kulasekaram,safe
tamil nadu,kanyakumari,arumanai,safe
tamil nadu,kanyakumari,thuckalay,safe
tamil nadu,kanyakumari,edaicode,safe
tamil nadu,kanyakumari,thiruvithancode,safe
tamil nadu,kanyakumari,suchindram,safe
tamil nadu,kanyakumari,kurunthencode,safe
tamil nadu,kanyakumari,thiruvattar,safe
tamil nadu,kanyakumari,vilavancode,safe
tamil nadu,kanyakumari,thovalai,safe
tamil nadu,kanyakumari,nagercoil,safe
tamil nadu,kanyakumari,midalam,safe
tamil nadu,kanyakumari,colachel,safe
tamil nadu,kanyakumari,kanniyakumari,safe
tamil nadu,kanyakumari,painkulam,safe
tamil nadu,kanyakumari,rajakkamangalam,semi-critical
tamil nadu,karur,thalapatti,over-exploited
tamil nadu,karur,kattalai,over-exploited
tamil nadu,karur,pugalur,over-exploited
tamil nadu,karur,k.paramathy,over-exploited
tamil nadu,karur,karur,over-exploited
tamil nadu,karur,panjapatti,over-exploited
tamil nadu,karur,velliyanai,over-exploited
tamil nadu,karur,thennilai,over-exploited
tamil nadu,karur,thoranakalpatti,over-exploited
tamil nadu,karur,vangal,over-exploited
tamil nadu,karur,thogaimalai,over-exploited
tamil nadu,karur,pallapatti,over-exploited
tamil nadu,karur,mailampatti,over-exploited
tamil nadu,karur,kadavur,over-exploited
tamil nadu,karur,kulithalai,safe
tamil nadu,karur,nangavaram,safe
tamil nadu,karur,aravakurichi,safe
tamil nadu,karur,chinthalavadi,semi-critical
tamil nadu,karur,chinnadharapuram,semi-critical
tamil nadu,karur,manmangalam,semi-critical
tamil nadu,krishnagiri,nagarasampatti,critical
tamil nadu,krishnagiri,rayakottai,critical
tamil nadu,krishnagiri,mathigiri,critical
tamil nadu,krishnagiri,berigai,over-exploited
tamil nadu,krishnagiri,hosur,over-exploited
tamil nadu,krishnagiri,palepalli,over-exploited
tamil nadu,krishnagiri,kallavi,over-exploited
tamil nadu,krishnagiri,uthangarai,over-exploited
tamil nadu,krishnagiri,pochampalli,over-exploited
tamil nadu,krishnagiri,bargur,over-exploited
tamil nadu,krishnagiri,alapatti,over-exploited
tamil nadu,krishnagiri,krishnagiri,over-exploited
tamil nadu,krishnagiri,singarapettai,over-exploited
tamil nadu,krishnagiri,mathur,over-exploited
tamil nadu,krishnagiri,samalpatti,over-exploited
tamil nadu,krishnagiri,guruparapalli,over-exploited
tamil nadu,krishnagiri,veppanapalli,over-exploited
tamil nadu,krishnagiri,anjetti,safe
tamil nadu,krishnagiri,kaveripattinam,safe
tamil nadu,krishnagiri,denkanikotta,safe
tamil nadu,krishnagiri,shoolagiri,safe
tamil nadu,krishnagiri,barur,safe
tamil nadu,krishnagiri,kakkadasam,semi-critical
tamil nadu,krishnagiri,periyamuthur,semi-critical
tamil nadu,krishnagiri,thally,semi-critical
tamil nadu,krishnagiri,bagalur,semi-critical
tamil nadu,krishnagiri,uthanapalli,semi-critical
tamil nadu,krishnagiri,kelamangalam,semi-critical
tamil nadu,madurai,madurai west,critical
tamil nadu,madurai,thirumangalam,critical
tamil nadu,madurai,karumathur,critical
tamil nadu,madurai,kokkulam,over-exploited
tamil nadu,madurai,sedapatti,over-exploited
tamil nadu,madurai,nagamalali pudukotta,over-exploited
tamil nadu,madurai,kottampatti,over-exploited
tamil nadu,madurai,vellalur,over-exploited
tamil nadu,madurai,sindhupatti,over-exploited
tamil nadu,madurai,uthappanaickanur,over-exploited
tamil nadu,madurai,a.vellalapatti,over-exploited
tamil nadu,madurai,usilampatti,over-exploited
tamil nadu,madurai,palamedu,over-exploited
tamil nadu,madurai,muduvarpatti,over-exploited
tamil nadu,madurai,sathamangalam,safe
tamil nadu,madurai,sakkimangalam,safe
tamil nadu,madurai,appan thirupathi,safe
tamil nadu,madurai,rajakkur,safe
tamil nadu,madurai,kunnathur,safe
tamil nadu,madurai,arumabanur,safe
tamil nadu,madurai,avaniyapuram,safe
tamil nadu,madurai,othakkadai,safe
tamil nadu,madurai,kulamangalam,safe
tamil nadu,madurai,samayanallur,safe
tamil nadu,madurai,thiruvathavur,safe
tamil nadu,madurai,keelavalavu,safe
tamil nadu,madurai,kallandhiri,safe
tamil nadu,madurai,koolapandi,safe
tamil nadu,madurai,virathanur,safe
tamil nadu,madurai,chathrapatti,safe
tamil nadu,madurai,kuraiyur,safe
tamil nadu,madurai,melavalavu,safe
tamil nadu,madurai,t.kallupatti,safe
tamil nadu,madurai,thanichiam,safe
tamil nadu,madurai,sivarakkottai,safe
tamil nadu,madurai,karungalakudi,safe
tamil nadu,madurai,melur,safe
tamil nadu,madurai,mothagam,safe
tamil nadu,madurai,neerathan,safe
tamil nadu,madurai,thenkarai,safe
tamil nadu,madurai,alanganallur,safe
tamil nadu,madurai,athipatti,safe
tamil nadu,madurai,solavandhan,safe
tamil nadu,madurai,thirupparan kundram,safe
tamil nadu,madurai,peraiyur,semi-critical
tamil nadu,madurai,valayankulam,semi-critical
tamil nadu,madurai,valanthur,semi-critical
tamil nadu,madurai,pannikkundu,semi-critical
tamil nadu,madurai,kalligudi,semi-critical
tamil nadu,madurai,elumalai,semi-critical
tamil nadu,nagapattinam,vaitheeswaran koil,over-exploited
tamil nadu,nagapattinam,thiruvilaiyattam,over-exploited
tamil nadu,nagapattinam,sembanarkoil,over-exploited
tamil nadu,nagapattinam,madhanam,over-exploited
tamil nadu,nagapattinam,thiruvenkadu,over-exploited
tamil nadu,nagapattinam,palaiyur,over-exploited
tamil nadu,nagapattinam,melaiyur,over-exploited
tamil nadu,nagapattinam,kuttalam,over-exploited
tamil nadu,nagapattinam,manganallur,over-exploited
tamil nadu,nagapattinam,pattavarthi,over-exploited
tamil nadu,nagapattinam,puthur,over-exploited
tamil nadu,nagapattinam,mayiladuthurai,over-exploited
tamil nadu,nagapattinam,sirkali,over-exploited
tamil nadu,nagapattinam,manalmedu,safe
tamil nadu,nagapattinam,kangalancheri,saline
tamil nadu,nagapattinam,kariyapattinam,saline
tamil nadu,nagapattinam,keelaiyur,saline
tamil nadu,nagapattinam,kilvelur,saline
tamil nadu,nagapattinam,nagappattinam,saline
tamil nadu,nagapattinam,nirmulai,saline
tamil nadu,nagapattinam,thagatur,saline
tamil nadu,nagapattinam,thalainayar,saline
tamil nadu,nagapattinam,therkupoigainallur,saline
tamil nadu,nagapattinam,thevoor,saline
tamil nadu,nagapattinam,thillayadi,saline
tamil nadu,nagapattinam,thirukannapuram,saline
tamil nadu,nagapattinam,thirukkuvalai,saline
tamil nadu,nagapattinam,thirumarugal,saline
tamil nadu,nagapattinam,valivalam,saline
tamil nadu,nagapattinam,vedaranyam,saline
tamil nadu,nagapattinam,velanganni,saline
tamil nadu,namakkal,elachipalayam,critical
tamil nadu,namakkal,kumarapalayam,over-exploited
tamil nadu,namakkal,pandamangalam,over-exploited
tamil nadu,namakkal,tiruchengode,over-exploited
tamil nadu,namakkal,erumaipatti,over-exploited
tamil nadu,namakkal,mallasamudram,over-exploited
tamil nadu,namakkal,alanganatham,over-exploited
tamil nadu,namakkal,mullukurichi,over-exploited
tamil nadu,namakkal,puduchatram,over-exploited
tamil nadu,namakkal,sellappampatti,over-exploited
tamil nadu,namakkal,nallipalayam,over-exploited
tamil nadu,namakkal,vennandur,over-exploited
tamil nadu,namakkal,paramathi,over-exploited
tamil nadu,namakkal,vaiyappamalai,over-exploited
tamil nadu,namakkal,mangalapuram,over-exploited
tamil nadu,namakkal,kalappanaikanpatti,over-exploited
tamil nadu,namakkal,namakkal,over-exploited
tamil nadu,namakkal,namagiripettai,over-exploited
tamil nadu,namakkal,mohanur,over-exploited
tamil nadu,namakkal,valaiyapatti,over-exploited
tamil nadu,namakkal,rasipuram,over-exploited
tamil nadu,namakkal,nallur,over-exploited
tamil nadu,namakkal,senthamagalam,over-exploited
tamil nadu,namakkal,valavanthi nadu,safe
tamil nadu,namakkal,thirupuli nadu,safe
tamil nadu,namakkal,pallipalayam,safe
tamil nadu,namakkal,manickampalayam,semi-critical
tamil nadu,namakkal,jedarpalayam,semi-critical
tamil nadu,namakkal,pallapatti,semi-critical
tamil nadu,nilgiris,pandalur,safe
tamil nadu,nilgiris,kilkotagiri,safe
tamil nadu,nilgiris,sholur,safe
tamil nadu,nilgiris,melur,safe
tamil nadu,nilgiris,devarshola,safe
tamil nadu,nilgiris,cherambadi,safe
tamil nadu,nilgiris,coonoor,safe
tamil nadu,nilgiris,thuneri,safe
tamil nadu,nilgiris,ketti,safe
tamil nadu,nilgiris,nedugula,safe
tamil nadu,nilgiris,gudalur,safe
tamil nadu,nilgiris,udhagamandalam,safe
tamil nadu,nilgiris,kotagiri,safe
tamil nadu,nilgiris,ithalar,safe
tamil nadu,nilgiris,kundah,safe
tamil nadu,peramabalur,vengalam,over-exploited
tamil nadu,peramabalur,keelapuliyur,over-exploited
tamil nadu,peramabalur,pasumbalur,over-exploited
tamil nadu,peramabalur,valikandapuram,over-exploited
tamil nadu,peramabalur,perambalur,over-exploited
tamil nadu,peramabalur,kurumbalur,over-exploited
tamil nadu,peramabalur,chettikulam,over-exploited
tamil nadu,peramabalur,varagur,safe
tamil nadu,peramabalur,vadakkalur,safe
tamil nadu,peramabalur,kolakanatham,safe
tamil nadu,peramabalur,koothur,semi-critical
tamil nadu,pudukkotai,kodumbalur,semi-critical
tamil nadu,pudukottai,keeramangalam,critical
tamil nadu,pudukottai,ponpette,safe
tamil nadu,pudukottai,avudaiyarkoil,safe
tamil nadu,pudukottai,mimisal,safe
tamil nadu,pudukottai,embal,safe
tamil nadu,pudukottai,manamelkudi,safe
tamil nadu,pudukottai,aranthangi,safe
tamil nadu,pudukottai,athani,safe
tamil nadu,pudukottai,nagudi,safe
tamil nadu,pudukottai,keelanilai,safe
tamil nadu,pudukottai,silattur,safe
tamil nadu,pudukottai,thirumayam,safe
tamil nadu,pudukottai,gandarvakottai,safe
